INSTNM,UGDS,TUITIONFEE_IN,TUITIONFEE_OUT,COSTT4_A,C150_4
Central Wyoming College,987,4680,10980,12619,0.3755
Laramie County Community College,2394,4613,10913,13081,0.2834
Northwest College,889,4862,11162,14631,0.4366
Western Wyoming Community College,1239,3600,8640,12709,0.3377
University of Wyoming,8363,6621,21771,21423,0.6088
