INSTNM,UGDS,TUITIONFEE_IN,TUITIONFEE_OUT,COSTT4_A,C150_4
Chaminade University of Honolulu,1672,30874,30874,45798,0.554
University of Hawaii at Hilo,2160,7838,20798,21173,0.4837
University of Hawaii at Manoa,15029,12186,34218,26433,0.6429
Hawaii Pacific University,2392,34392,34392,50674,0.3489
University of Hawaii-West Oahu,2519,7584,20544,18410,0.4955
Brigham Young University-Hawaii,2889,6630,6630,25098,0.5264
Pacific Rim Christian University,129,13580,13580,24042,0.4545
