INSTNM,UGDS,TUITIONFEE_IN,TUITIONFEE_OUT,COSTT4_A,C150_4
College of Southern Nevada,27254,3968,11869,12961,0.169
University of Nevada-Las Vegas,24329,8947,25489,19984,0.4716
University of Nevada-Reno,15896,8947,25501,23859,0.6182
Truckee Meadows Community College,6461,3162,10639,13672,0.2608
Western Nevada College,1907,3838,11739,20197,0.3423
Nevada State College,4581,6225,19964,21983,0.3246
DeVry University-Nevada,10,17488,17488,40652,0
Chamberlain University-Nevada,567,20142,20142,43266,0.3333
Arizona College of Nursing-Las Vegas,1142,21653,21653,33698,0.75
