SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,NPOPCHG2023,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,RBIRTH2021,RBIRTH2022,RBIRTH2023,RDEATH2021,RDEATH2022,RDEATH2023,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RNETMIG2021,RNETMIG2022,RNETMIG2023
050,1,2,36,057,New York,Montgomery County,49527,49485,49482,49333,49368,-42,-3,-149,35,155,592,602,603,140,741,737,704,15,-149,-135,-101,0,9,24,27,-61,111,-8,111,-61,120,16,138,4,26,-30,-2,1202,1199,1150,1160,1252,11.963583821,12.184384962,12.218721188,14.974688533,14.916763649,14.265306329,-3.011104712,-2.732378687,-2.046585141,0.1818788081,0.4857562111,0.5471069189,2.2431719664,-0.161918737,2.2492173332,2.4250507745,0.3238374741,2.796324252
050,1,2,36,059,New York,Nassau County,1395767,1390491,1391809,1385294,1381715,-5276,1318,-6515,-3579,3362,13515,14254,14213,5696,11780,11816,10994,-2334,1735,2438,3219,54,1079,2937,2743,-2883,-2353,-11922,-9618,-2829,-1274,-8985,-6875,-113,857,32,77,21734,20144,21457,22162,22314,9.714984006,10.265373665,10.273186679,8.4678143982,8.5095871489,7.9464866215,1.2471696079,1.7557865157,2.3267000577,0.775617295,2.1151538132,1.9826462437,-1.69140639,-8.585925693,-6.95191089,-0.915789095,-6.47077188,-4.969264646
050,1,2,36,061,New York,New York County,1694250,1677232,1578055,1594543,1597451,-17018,-99177,16488,2908,3706,13363,13623,13309,5457,11308,10926,10288,-1751,2055,2697,3021,193,3978,11003,10499,-13387,-98504,2450,-10303,-13194,-94526,13453,196,-2073,-6706,338,-309,77568,68882,77708,76828,76930,8.2100287932,8.5879143844,8.3389881059,6.9474673047,6.8877304972,6.446127405,1.2625614884,1.7001838871,1.8928607009,2.4440241367,6.936271157,6.5783331673,-60.51939506,1.5444755371,-6.455525919,-58.07537093,8.480746694,0.1228072484
050,1,2,36,063,New York,Niagara County,212666,212126,211719,210467,209457,-540,-407,-1252,-1010,502,2000,1999,2001,751,2911,2887,2746,-249,-911,-888,-745,0,64,169,161,-306,284,-431,-431,-306,348,-262,-270,15,156,-102,5,3913,3742,3817,3850,3841,9.4374122616,9.4697597741,9.5302959583,13.736153547,13.676436452,13.078557072,-4.298741285,-4.206676678,-3.548261114,0.3019971924,0.8005949984,0.7668054219,1.3401125411,-2.041754108,-2.052752403,1.6421097335,-1.24115911,-1.285946981
050,1,2,36,065,New York,Oneida County,232113,231082,229620,228358,227555,-1031,-1462,-1262,-803,659,2376,2480,2481,806,2941,2965,2788,-147,-565,-485,-307,3,207,471,438,-789,-1199,-1173,-939,-786,-992,-702,-501,-98,95,-75,5,11961,11231,10975,11127,11222,10.314693663,10.830214552,10.883655434,12.767472249,12.94822022,12.230403608,-2.452778586,-2.118005668,-1.346748173,0.8986286146,2.0568673604,1.9214192181,-5.205100043,-5.122516802,-4.119206954,-4.306471428,-3.065649442,-2.197787736
050,1,2,36,067,New York,Onondaga County,476523,474192,471887,469728,467873,-2331,-2305,-2159,-1855,1231,4844,4927,4930,1294,5220,5012,4744,-63,-376,-85,186,4,507,1198,1118,-1997,-2628,-3107,-3179,-1993,-2121,-1909,-2061,-275,192,-165,20,19888,18199,17908,19682,19734,10.240159648,10.464998965,10.516200388,11.035019274,10.645539844,10.119443132,-0.794859626,-0.180540879,0.396757256,1.0717921019,2.544564392,2.3848097432,-5.555561428,-6.599300139,-6.781136112,-4.483769326,-4.054735747,-4.396326369
050,1,2,36,069,New York,Ontario County,112485,112363,112661,112481,112494,-122,298,-180,13,237,942,984,983,290,1132,1181,1118,-53,-190,-197,-135,0,40,95,102,-80,376,-22,47,-80,416,73,149,11,72,-56,-1,4000,3828,3800,3671,3664,8.372440273,8.7411500298,8.7387487499,10.061149033,10.491156692,9.938882098,-1.68870876,-1.750006662,-1.200133348,0.3555176337,0.8439118423,0.9067674186,3.3418657565,-0.195432216,0.4178242027,3.6973833902,0.6484796262,1.3245916213
050,1,2,36,071,New York,Orange County,401315,400986,405167,406491,407470,-329,4181,1324,979,1325,5344,5609,5585,1163,3189,3096,2933,162,2155,2513,2652,3,250,734,760,-494,1541,-1866,-2466,-491,1791,-1132,-1706,0,235,-57,33,13741,13526,13599,13634,13465,13.258029183,13.821092135,13.723016213,7.9116495256,7.628828891,7.2067334921,5.3463796575,6.1922632439,6.5162827212,0.6202296586,1.808643542,1.8674113379,3.8230956158,-4.597995708,-6.059258367,4.4433252745,-2.789352166,-4.19184703
050,1,2,36,073,New York,Orleans County,40357,40135,39515,39163,39124,-222,-620,-352,-39,102,383,391,391,149,471,483,465,-47,-88,-92,-74,0,10,32,37,-155,-522,-287,-1,-155,-512,-255,36,-20,-20,-5,-1,2125,2007,1390,1309,1382,9.6170747018,9.9392460408,9.9888870438,11.826741996,12.277892168,11.879366945,-2.209667294,-2.338646127,-1.890479901,0.2510985562,0.8134421312,0.9452399504,-13.10734463,-7.295559114,-0.025547026,-12.85624608,-6.482116983,0.9196929248
050,1,2,36,075,New York,Oswego County,117528,117429,117984,118239,118162,-99,555,255,-77,296,1159,1147,1148,268,1278,1317,1242,28,-119,-170,-94,0,28,62,58,-141,600,411,-42,-141,628,473,16,14,46,-48,1,4722,4706,5083,5448,5448,9.8465250432,9.7111627572,9.7123108616,10.857514241,11.15048069,10.507569765,-1.010989198,-1.439317933,-0.795258903,0.2378798112,0.5249277166,0.4906916637,5.0974245263,3.4797627665,-0.355328446,5.3353043375,4.0046904831,0.1353632176
050,1,2,36,077,New York,Otsego County,58528,58373,60732,60409,60126,-155,2359,-323,-283,125,500,483,483,180,721,731,691,-55,-221,-248,-208,0,12,49,46,-103,2732,-91,-122,-103,2744,-42,-76,3,-164,-33,1,5817,5811,8260,8145,8149,8.3959531506,7.9741788494,8.0142697142,12.106964443,12.06858124,11.465549425,-3.711011293,-4.094402391,-3.451279711,0.2015028756,0.8089746659,0.7632637823,45.875488015,-1.502381522,-2.024308292,46.07699089,-0.693406856,-1.26104451
050,1,2,36,079,New York,Putnam County,97678,97635,98228,98312,98060,-43,593,84,-252,215,885,926,926,294,787,749,723,-79,98,177,203,0,37,129,131,12,407,-182,-588,12,444,-53,-457,24,51,-40,2,2320,2322,2328,2320,2323,9.0369288738,9.4230182151,9.4310797873,8.0362294052,7.6218581459,7.3635752551,1.0006994685,1.8011600692,2.0675045322,0.3778151055,1.3127098809,1.3342024321,4.15596616,-1.852040297,-5.988633817,4.5337812655,-0.539330416,-4.654431385
050,1,2,36,081,New York,Queens County,2405425,2388864,2329008,2278558,2252196,-16561,-59856,-50450,-26362,6240,23189,23688,23304,10534,16443,16586,15544,-4294,6746,7102,7760,232,6388,16958,16290,-11650,-69771,-77029,-50161,-11418,-63383,-60071,-33871,-849,-3219,2519,-251,35116,33404,33843,34696,35103,9.8302794141,10.282218421,10.287029488,6.9705155206,7.1994627966,6.8615510796,2.8597638936,3.0827556241,3.4254784082,2.7080005562,7.3609363382,7.1908560915,-29.57731791,-33.43587482,-22.14245134,-26.86931735,-26.07493848,-14.95159525
050,1,2,36,083,New York,Rensselaer County,161124,160871,160622,159421,159305,-253,-249,-1201,-116,398,1527,1496,1496,412,1687,1759,1674,-14,-160,-263,-178,0,129,344,330,-255,-337,-1243,-267,-255,-208,-899,63,16,119,-39,-1,6955,6864,6901,6776,6826,9.4994292255,9.3487437626,9.3873734807,10.494785267,10.992272913,10.504320325,-0.995356042,-1.643529151,-1.116946845,0.8025058088,2.1497111326,2.0707441501,-2.096468663,-7.767706214,-1.675420267,-1.293962855,-5.617995082,0.3953238832
050,1,2,36,085,New York,Richmond County,495752,494598,493547,491358,490687,-1154,-1051,-2189,-671,1297,4868,5026,4920,1932,4252,4277,4046,-635,616,749,874,7,385,1257,1200,-603,-2287,-4121,-2767,-596,-1902,-2864,-1567,77,235,-74,22,7317,7013,7047,7230,7265,9.8528050033,10.206060483,10.019907438,8.6060244195,8.6851016088,8.2399482712,1.2467805838,1.5209588742,1.7799591668,0.7792378649,2.5525304471,2.4438798629,-4.628875317,-8.368319787,-5.635179651,-3.849637452,-5.81578934,-3.191299788
050,1,2,36,087,New York,Rockland County,338337,337367,339786,340357,340807,-970,2419,571,450,1400,5899,6318,6236,1356,2448,2421,2311,44,3451,3897,3925,5,396,1017,937,-941,-1521,-4502,-4460,-936,-1125,-3485,-3523,-78,93,159,48,6483,6219,6359,6416,6414,17.422945774,18.578446003,18.309834342,7.2302714453,7.1190911323,6.7854437404,10.192674329,11.459354871,11.524390602,1.1696027338,2.990547576,2.7511729921,-4.492337773,-13.23839251,-13.0952311,-3.322735039,-10.24784494,-10.34405811
050,1,2,36,089,New York,St. Lawrence County,108501,108329,107823,107089,106940,-172,-506,-734,-149,277,987,1025,1022,250,1199,1255,1193,27,-212,-230,-171,0,45,131,125,-201,-384,-621,-104,-201,-339,-490,21,2,45,-14,1,10883,10775,10285,9977,10040,9.1324623413,9.538787969,9.5501076957,11.094044931000001,11.679198928,11.148021997,-1.96158259,-2.140410959,-1.597914301,0.416373663,1.2191036331,1.1680660097,-3.553055257,-5.779109589,-0.97183092,-3.136681594,-4.560005956,0.1962350896
050,1,2,36,091,New York,Saratoga County,235502,235793,237846,238468,238711,291,2053,622,243,509,2024,2123,2122,512,2197,2312,2177,-3,-173,-189,-55,0,101,236,224,225,2064,733,72,225,2165,969,296,69,61,-158,2,3948,3942,3808,3742,3756,8.5465935026,8.9142876338,8.893937076,9.2771076706,9.7078817755,9.1244585365,-0.730514168,-0.793594142,-0.230521461,0.4264851501,0.9909429494,0.9388510391,8.7154985126,3.0778016183,0.3017735483,9.1419836627,4.0687445677,1.2406245874
