SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,NPOPCHG2023,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,RBIRTH2021,RBIRTH2022,RBIRTH2023,RDEATH2021,RDEATH2022,RDEATH2023,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RNETMIG2021,RNETMIG2022,RNETMIG2023
050,2,4,46,043,South Dakota,Douglas County,2833,2834,2811,2787,2838,1,-23,-24,51,13,40,44,45,8,51,42,38,5,-11,2,7,0,0,1,8,-3,-13,-27,36,-3,-13,-26,44,-1,1,0,0,116,116,116,116,116,14.171833481,15.719899964,16,18.069087688,15.005359057,13.511111111,-3.897254207,0.7145409075,2.4888888889,0,0.3572704537,2.8444444444,-4.605845881,-9.646302251,12.8,-4.605845881,-9.289031797,15.644444444
050,2,4,46,045,South Dakota,Edmunds County,3987,3988,4034,4071,4057,1,46,37,-14,21,58,59,56,7,62,54,48,14,-4,5,8,0,3,7,2,-12,46,25,-24,-12,49,32,-22,-1,1,0,0,212,212,212,212,212,14.460234356,14.55891425,13.779527559,15.457491897,13.325107958,11.811023622,-0.997257542,1.2338062924,1.968503937,0.7479431563,1.7273288094,0.4921259843,11.46846173,6.1690314621,-5.905511811,12.216404887,7.8963602714,-5.413385827
050,2,4,46,047,South Dakota,Fall River County,6969,6970,7213,7397,7393,1,243,184,-4,10,47,48,50,28,125,147,138,-18,-78,-99,-88,0,0,-1,-1,22,336,272,86,22,336,271,85,-3,-15,12,-1,225,225,225,232,231,6.6276528238,6.5708418891000004,6.7613252197,17.626736234,20.123203285,18.661257606,-10.99908341,-13.5523614,-11.89993239,0,-0.136892539,-0.135226504,47.380666996,37.234770705,11.629479378,47.380666996,37.097878166,11.494252874
050,2,4,46,049,South Dakota,Faulk County,2130,2132,2124,2122,2151,2,-8,-2,29,12,32,31,31,7,43,35,31,5,-11,-4,0,0,0,0,0,-3,1,3,31,-3,1,3,31,0,2,-1,-2,382,382,382,382,382,15.037593985000001,14.601978333,14.509712146,20.206766917,16.486104569,14.509712146,-5.169172932,-1.884126236,0,0,0,0,0.469924812,1.4130946773,14.509712146,0.469924812,1.4130946773,14.509712146
050,2,4,46,051,South Dakota,Grant County,7561,7538,7552,7486,7553,-23,14,-66,67,16,95,86,94,16,113,99,99,0,-18,-13,-5,0,9,14,46,-22,19,-69,25,-22,28,-55,71,-1,4,2,1,243,243,243,243,243,12.591119947,11.437691182,12.500831172,14.976805832,13.166644501,13.165769001,-2.385685885,-1.728953318,-0.664937828,1.1928429423,1.8619497274,6.1174280205,2.5182239894,-9.176752228,3.3246891416,3.7110669317,-7.3148025,9.442117162
050,2,4,46,053,South Dakota,Gregory County,3996,4003,3957,3999,4018,7,-46,42,19,10,48,47,47,14,85,52,54,-4,-37,-5,-7,0,0,1,7,12,-10,48,20,12,-10,49,27,-1,1,-2,-1,74,74,74,74,74,12.060301508,11.814982403,11.725084196,21.35678392,13.071895425,13.471373332,-9.296482412,-1.256913022,-1.746289136,0,0.2513826043,1.7462891356,-2.512562814,12.066365008,4.9893975302,-2.512562814,12.317747612,6.7356866658
050,2,4,46,055,South Dakota,Haakon County,1872,1866,1835,1834,1851,-6,-31,-1,17,1,19,25,25,5,26,26,26,-4,-7,-1,-1,0,0,0,0,-2,-23,0,18,-2,-23,0,18,0,-1,0,0,44,44,44,44,44,10.267495272,13.627691469,13.568521031,14.050256687,14.172799128,14.111261872,-3.782761416,-0.545107659,-0.542740841,0,0,0,-12.42907322,0,9.7693351425,-12.42907322,0,9.7693351425
050,2,4,46,057,South Dakota,Hamlin County,6167,6166,6264,6394,6451,-1,98,130,57,37,129,142,140,23,86,55,53,14,43,87,87,0,6,31,20,-15,48,14,-50,-15,54,45,-30,0,1,-2,0,99,99,99,99,99,20.756234916,22.436403855,21.798365123,13.837489944,8.6901564228,8.252238225,6.9187449718,13.746247432,13.546126898,0.9654062751,4.8980881656,3.1140521604,7.7232502011,2.2120398167,-7.785130401,8.6886564763,7.1101279823,-4.671078241
050,2,4,46,059,South Dakota,Hand County,3141,3140,3079,3112,3107,-1,-61,33,-5,14,36,38,39,5,61,59,55,9,-25,-21,-16,0,2,5,3,-10,-37,49,7,-10,-35,54,10,0,-1,0,1,61,61,61,61,61,11.577424023,12.275884348,12.542209358,19.617301817,19.059925699,17.687731146,-8.039877794,-6.78404135,-5.145521788,0.6431902235,1.6152479406,0.9647853353,-11.89901913,15.829429817,2.2511657823,-11.25582891,17.444677758,3.2159511175
050,2,4,46,061,South Dakota,Hanson County,3461,3463,3510,3479,3471,2,47,-31,-8,8,43,41,39,6,22,32,30,2,21,9,9,0,0,9,5,0,29,-47,-22,0,29,-38,-17,0,-3,-2,0,216,216,216,216,216,12.33328553,11.73272285,11.223021583,6.3100530618,9.1572471026,8.6330935252,6.0232324681,2.5754757476,2.5899280576,0,2.5754757476,1.4388489209,8.3177972178,-13.44970668,-6.330935252,8.3177972178,-10.87423093,-4.892086331
