year,period,periodName,Unemployment_Rate,Location,real_date
2023,M05,May,3.4,Oregon,2023-05-01T05:00:00Z
2023,M04,April,3,Oregon,2023-04-01T05:00:00Z
2023,M03,March,3.8,Oregon,2023-03-01T06:00:00Z
2023,M02,February,4.1,Oregon,2023-02-01T06:00:00Z
2023,M01,January,4.5,Oregon,2023-01-01T06:00:00Z
2022,M12,December,3.9,Oregon,2022-12-01T06:00:00Z
2022,M11,November,3.9,Oregon,2022-11-01T05:00:00Z
2022,M10,October,3.8,Oregon,2022-10-01T05:00:00Z
2022,M09,September,3.9,Oregon,2022-09-01T05:00:00Z
2022,M08,August,4.3,Oregon,2022-08-01T05:00:00Z
2022,M07,July,4.2,Oregon,2022-07-01T05:00:00Z
2022,M06,June,3.9,Oregon,2022-06-01T05:00:00Z
2022,M05,May,3.4,Oregon,2022-05-01T05:00:00Z
2022,M04,April,3.5,Oregon,2022-04-01T05:00:00Z
2022,M03,March,4.1,Oregon,2022-03-01T06:00:00Z
2022,M02,February,4.2,Oregon,2022-02-01T06:00:00Z
2022,M01,January,4.7,Oregon,2022-01-01T06:00:00Z
2021,M12,December,3.7,Oregon,2021-12-01T06:00:00Z
2021,M11,November,3.6,Oregon,2021-11-01T05:00:00Z
2021,M10,October,3.7,Oregon,2021-10-01T05:00:00Z
2021,M09,September,4.2,Oregon,2021-09-01T05:00:00Z
2021,M08,August,4.8,Oregon,2021-08-01T05:00:00Z
2021,M07,July,5.3,Oregon,2021-07-01T05:00:00Z
2021,M06,June,5.5,Oregon,2021-06-01T05:00:00Z
2021,M05,May,5.2,Oregon,2021-05-01T05:00:00Z
2021,M04,April,5.7,Oregon,2021-04-01T05:00:00Z
2021,M03,March,6.5,Oregon,2021-03-01T06:00:00Z
2021,M02,February,6.6,Oregon,2021-02-01T06:00:00Z
2021,M01,January,7.1,Oregon,2021-01-01T06:00:00Z
2020,M12,December,6.4,Oregon,2020-12-01T06:00:00Z
2020,M11,November,5.9,Oregon,2020-11-01T05:00:00Z
2020,M10,October,6.2,Oregon,2020-10-01T05:00:00Z
2020,M09,September,7.3,Oregon,2020-09-01T05:00:00Z
2020,M08,August,7.7,Oregon,2020-08-01T05:00:00Z
2020,M07,July,9.7,Oregon,2020-07-01T05:00:00Z
2020,M06,June,10.1,Oregon,2020-06-01T05:00:00Z
2020,M05,May,11.7,Oregon,2020-05-01T05:00:00Z
2020,M04,April,13.3,Oregon,2020-04-01T05:00:00Z
2020,M03,March,4.6,Oregon,2020-03-01T06:00:00Z
2020,M02,February,3.8,Oregon,2020-02-01T06:00:00Z
2020,M01,January,4.1,Oregon,2020-01-01T06:00:00Z
2019,M12,December,3,Oregon,2019-12-01T06:00:00Z
2019,M11,November,2.8,Oregon,2019-11-01T05:00:00Z
2019,M10,October,2.9,Oregon,2019-10-01T05:00:00Z
2019,M09,September,3.2,Oregon,2019-09-01T05:00:00Z
2019,M08,August,3.9,Oregon,2019-08-01T05:00:00Z
2019,M07,July,4.1,Oregon,2019-07-01T05:00:00Z
2019,M06,June,3.8,Oregon,2019-06-01T05:00:00Z
2019,M05,May,3.3,Oregon,2019-05-01T05:00:00Z
2019,M04,April,3.7,Oregon,2019-04-01T05:00:00Z
2019,M03,March,4.5,Oregon,2019-03-01T06:00:00Z
2019,M02,February,4.4,Oregon,2019-02-01T06:00:00Z
2019,M01,January,4.9,Oregon,2019-01-01T06:00:00Z
2026,M06,June,3.9,Pennsylvania,2026-06-01T05:00:00Z
2026,M05,May,3.9,Pennsylvania,2026-05-01T05:00:00Z
2026,M04,April,3.7,Pennsylvania,2026-04-01T05:00:00Z
2026,M03,March,4.1,Pennsylvania,2026-03-01T06:00:00Z
2026,M02,February,4.6,Pennsylvania,2026-02-01T06:00:00Z
2026,M01,January,4.3,Pennsylvania,2026-01-01T06:00:00Z
2025,M12,December,3.7,Pennsylvania,2025-12-01T06:00:00Z
2025,M11,November,3.9,Pennsylvania,2025-11-01T05:00:00Z
2025,M10,October,NA,Pennsylvania,2025-10-01T05:00:00Z
2025,M09,September,4.3,Pennsylvania,2025-09-01T05:00:00Z
2025,M08,August,5.2,Pennsylvania,2025-08-01T05:00:00Z
2025,M07,July,4.8,Pennsylvania,2025-07-01T05:00:00Z
2025,M06,June,4.5,Pennsylvania,2025-06-01T05:00:00Z
2025,M05,May,4,Pennsylvania,2025-05-01T05:00:00Z
2025,M04,April,3.7,Pennsylvania,2025-04-01T05:00:00Z
2025,M03,March,4.1,Pennsylvania,2025-03-01T06:00:00Z
2025,M02,February,4.5,Pennsylvania,2025-02-01T06:00:00Z
2025,M01,January,4.4,Pennsylvania,2025-01-01T06:00:00Z
2024,M12,December,3.6,Pennsylvania,2024-12-01T06:00:00Z
2024,M11,November,3.6,Pennsylvania,2024-11-01T05:00:00Z
2024,M10,October,3.7,Pennsylvania,2024-10-01T05:00:00Z
2024,M09,September,3.5,Pennsylvania,2024-09-01T05:00:00Z
2024,M08,August,4.6,Pennsylvania,2024-08-01T05:00:00Z
2024,M07,July,4.4,Pennsylvania,2024-07-01T05:00:00Z
2024,M06,June,4.1,Pennsylvania,2024-06-01T05:00:00Z
2024,M05,May,3.4,Pennsylvania,2024-05-01T05:00:00Z
2024,M04,April,3.2,Pennsylvania,2024-04-01T05:00:00Z
2024,M03,March,3.7,Pennsylvania,2024-03-01T06:00:00Z
2024,M02,February,4.1,Pennsylvania,2024-02-01T06:00:00Z
2024,M01,January,3.9,Pennsylvania,2024-01-01T06:00:00Z
2023,M12,December,3.3,Pennsylvania,2023-12-01T06:00:00Z
2023,M11,November,3.2,Pennsylvania,2023-11-01T05:00:00Z
2023,M10,October,3.5,Pennsylvania,2023-10-01T05:00:00Z
2023,M09,September,3.4,Pennsylvania,2023-09-01T05:00:00Z
2023,M08,August,4.4,Pennsylvania,2023-08-01T05:00:00Z
2023,M07,July,3.9,Pennsylvania,2023-07-01T05:00:00Z
2023,M06,June,3.8,Pennsylvania,2023-06-01T05:00:00Z
2023,M05,May,3.4,Pennsylvania,2023-05-01T05:00:00Z
2023,M04,April,3.1,Pennsylvania,2023-04-01T05:00:00Z
2023,M03,March,3.7,Pennsylvania,2023-03-01T06:00:00Z
2023,M02,February,4.2,Pennsylvania,2023-02-01T06:00:00Z
2023,M01,January,4.2,Pennsylvania,2023-01-01T06:00:00Z
2022,M12,December,3.4,Pennsylvania,2022-12-01T06:00:00Z
2022,M11,November,3.5,Pennsylvania,2022-11-01T05:00:00Z
2022,M10,October,3.7,Pennsylvania,2022-10-01T05:00:00Z
2022,M09,September,3.6,Pennsylvania,2022-09-01T05:00:00Z
2022,M08,August,5,Pennsylvania,2022-08-01T05:00:00Z
2022,M07,July,4.6,Pennsylvania,2022-07-01T05:00:00Z
2022,M06,June,4.6,Pennsylvania,2022-06-01T05:00:00Z
2022,M05,May,4,Pennsylvania,2022-05-01T05:00:00Z
2022,M04,April,3.8,Pennsylvania,2022-04-01T05:00:00Z
2022,M03,March,4.2,Pennsylvania,2022-03-01T06:00:00Z
2022,M02,February,4.6,Pennsylvania,2022-02-01T06:00:00Z
2022,M01,January,4.8,Pennsylvania,2022-01-01T06:00:00Z
2021,M12,December,3.7,Pennsylvania,2021-12-01T06:00:00Z
2021,M11,November,4.1,Pennsylvania,2021-11-01T05:00:00Z
2021,M10,October,4.8,Pennsylvania,2021-10-01T05:00:00Z
2021,M09,September,5,Pennsylvania,2021-09-01T05:00:00Z
2021,M08,August,6.3,Pennsylvania,2021-08-01T05:00:00Z
2021,M07,July,6.4,Pennsylvania,2021-07-01T05:00:00Z
2021,M06,June,6.7,Pennsylvania,2021-06-01T05:00:00Z
2021,M05,May,6.1,Pennsylvania,2021-05-01T05:00:00Z
2021,M04,April,6.2,Pennsylvania,2021-04-01T05:00:00Z
2021,M03,March,6.7,Pennsylvania,2021-03-01T06:00:00Z
2021,M02,February,7.3,Pennsylvania,2021-02-01T06:00:00Z
2021,M01,January,7.6,Pennsylvania,2021-01-01T06:00:00Z
2020,M12,December,7.8,Pennsylvania,2020-12-01T06:00:00Z
2020,M11,November,7.3,Pennsylvania,2020-11-01T05:00:00Z
2020,M10,October,7.4,Pennsylvania,2020-10-01T05:00:00Z
2020,M09,September,8.5,Pennsylvania,2020-09-01T05:00:00Z
2020,M08,August,9.4,Pennsylvania,2020-08-01T05:00:00Z
2020,M07,July,11.2,Pennsylvania,2020-07-01T05:00:00Z
2020,M06,June,11.9,Pennsylvania,2020-06-01T05:00:00Z
2020,M05,May,13,Pennsylvania,2020-05-01T05:00:00Z
2020,M04,April,15.1,Pennsylvania,2020-04-01T05:00:00Z
2020,M03,March,5.3,Pennsylvania,2020-03-01T06:00:00Z
2020,M02,February,4.6,Pennsylvania,2020-02-01T06:00:00Z
2020,M01,January,4.7,Pennsylvania,2020-01-01T06:00:00Z
2019,M12,December,4.1,Pennsylvania,2019-12-01T06:00:00Z
2019,M11,November,3.9,Pennsylvania,2019-11-01T05:00:00Z
2019,M10,October,4,Pennsylvania,2019-10-01T05:00:00Z
2019,M09,September,3.9,Pennsylvania,2019-09-01T05:00:00Z
2019,M08,August,4.9,Pennsylvania,2019-08-01T05:00:00Z
2019,M07,July,4.8,Pennsylvania,2019-07-01T05:00:00Z
2019,M06,June,4.4,Pennsylvania,2019-06-01T05:00:00Z
2019,M05,May,4,Pennsylvania,2019-05-01T05:00:00Z
2019,M04,April,3.7,Pennsylvania,2019-04-01T05:00:00Z
2019,M03,March,4.5,Pennsylvania,2019-03-01T06:00:00Z
2019,M02,February,4.7,Pennsylvania,2019-02-01T06:00:00Z
2019,M01,January,4.8,Pennsylvania,2019-01-01T06:00:00Z
2026,M06,June,3.2,Rhode Island,2026-06-01T05:00:00Z
2026,M05,May,3.4,Rhode Island,2026-05-01T05:00:00Z
2026,M04,April,3.3,Rhode Island,2026-04-01T05:00:00Z
2026,M03,March,4.9,Rhode Island,2026-03-01T06:00:00Z
2026,M02,February,5.8,Rhode Island,2026-02-01T06:00:00Z
2026,M01,January,5.4,Rhode Island,2026-01-01T06:00:00Z
2025,M12,December,4.5,Rhode Island,2025-12-01T06:00:00Z
2025,M11,November,4.7,Rhode Island,2025-11-01T05:00:00Z
2025,M10,October,NA,Rhode Island,2025-10-01T05:00:00Z
2025,M09,September,3.7,Rhode Island,2025-09-01T05:00:00Z
2025,M08,August,4.6,Rhode Island,2025-08-01T05:00:00Z
2025,M07,July,4.4,Rhode Island,2025-07-01T05:00:00Z
2025,M06,June,4,Rhode Island,2025-06-01T05:00:00Z
2025,M05,May,4.1,Rhode Island,2025-05-01T05:00:00Z
2025,M04,April,4,Rhode Island,2025-04-01T05:00:00Z
2025,M03,March,4.7,Rhode Island,2025-03-01T06:00:00Z
2025,M02,February,5.6,Rhode Island,2025-02-01T06:00:00Z
2025,M01,January,5.1,Rhode Island,2025-01-01T06:00:00Z
2024,M12,December,4.1,Rhode Island,2024-12-01T06:00:00Z
2024,M11,November,4.3,Rhode Island,2024-11-01T05:00:00Z
2024,M10,October,4,Rhode Island,2024-10-01T05:00:00Z
2024,M09,September,3.8,Rhode Island,2024-09-01T05:00:00Z
2024,M08,August,4.9,Rhode Island,2024-08-01T05:00:00Z
2024,M07,July,4.6,Rhode Island,2024-07-01T05:00:00Z
2024,M06,June,4.1,Rhode Island,2024-06-01T05:00:00Z
2024,M05,May,4,Rhode Island,2024-05-01T05:00:00Z
2024,M04,April,3.6,Rhode Island,2024-04-01T05:00:00Z
2024,M03,March,4.1,Rhode Island,2024-03-01T06:00:00Z
2024,M02,February,5,Rhode Island,2024-02-01T06:00:00Z
2024,M01,January,4.5,Rhode Island,2024-01-01T06:00:00Z
2023,M12,December,3.4,Rhode Island,2023-12-01T06:00:00Z
2023,M11,November,3.3,Rhode Island,2023-11-01T05:00:00Z
2023,M10,October,3,Rhode Island,2023-10-01T05:00:00Z
2023,M09,September,2.6,Rhode Island,2023-09-01T05:00:00Z
2023,M08,August,3.2,Rhode Island,2023-08-01T05:00:00Z
2023,M07,July,2.6,Rhode Island,2023-07-01T05:00:00Z
2023,M06,June,2.5,Rhode Island,2023-06-01T05:00:00Z
2023,M05,May,2.5,Rhode Island,2023-05-01T05:00:00Z
2023,M04,April,2.3,Rhode Island,2023-04-01T05:00:00Z
2023,M03,March,3,Rhode Island,2023-03-01T06:00:00Z
2023,M02,February,3.8,Rhode Island,2023-02-01T06:00:00Z
2023,M01,January,3.5,Rhode Island,2023-01-01T06:00:00Z
2022,M12,December,2.3,Rhode Island,2022-12-01T06:00:00Z
2022,M11,November,2.9,Rhode Island,2022-11-01T05:00:00Z
2022,M10,October,2.8,Rhode Island,2022-10-01T05:00:00Z
2022,M09,September,2.9,Rhode Island,2022-09-01T05:00:00Z
2022,M08,August,3.9,Rhode Island,2022-08-01T05:00:00Z
2022,M07,July,3.3,Rhode Island,2022-07-01T05:00:00Z
2022,M06,June,3.1,Rhode Island,2022-06-01T05:00:00Z
2022,M05,May,3,Rhode Island,2022-05-01T05:00:00Z
2022,M04,April,2.8,Rhode Island,2022-04-01T05:00:00Z
2022,M03,March,3.3,Rhode Island,2022-03-01T06:00:00Z
2022,M02,February,4.2,Rhode Island,2022-02-01T06:00:00Z
2022,M01,January,4.3,Rhode Island,2022-01-01T06:00:00Z
2021,M12,December,3.2,Rhode Island,2021-12-01T06:00:00Z
2021,M11,November,3.8,Rhode Island,2021-11-01T05:00:00Z
2021,M10,October,4,Rhode Island,2021-10-01T05:00:00Z
2021,M09,September,4.6,Rhode Island,2021-09-01T05:00:00Z
2021,M08,August,6,Rhode Island,2021-08-01T05:00:00Z
2021,M07,July,6,Rhode Island,2021-07-01T05:00:00Z
2021,M06,June,6.4,Rhode Island,2021-06-01T05:00:00Z
2021,M05,May,5.9,Rhode Island,2021-05-01T05:00:00Z
2021,M04,April,5.6,Rhode Island,2021-04-01T05:00:00Z
2021,M03,March,6.2,Rhode Island,2021-03-01T06:00:00Z
2021,M02,February,7.4,Rhode Island,2021-02-01T06:00:00Z
2021,M01,January,7.6,Rhode Island,2021-01-01T06:00:00Z
2020,M12,December,6.9,Rhode Island,2020-12-01T06:00:00Z
2020,M11,November,6.5,Rhode Island,2020-11-01T05:00:00Z
2020,M10,October,6.2,Rhode Island,2020-10-01T05:00:00Z
2020,M09,September,9.5,Rhode Island,2020-09-01T05:00:00Z
2020,M08,August,10.7,Rhode Island,2020-08-01T05:00:00Z
2020,M07,July,12.1,Rhode Island,2020-07-01T05:00:00Z
2020,M06,June,12.8,Rhode Island,2020-06-01T05:00:00Z
2020,M05,May,15.9,Rhode Island,2020-05-01T05:00:00Z
2020,M04,April,17.5,Rhode Island,2020-04-01T05:00:00Z
2020,M03,March,4.7,Rhode Island,2020-03-01T06:00:00Z
2020,M02,February,4.1,Rhode Island,2020-02-01T06:00:00Z
2020,M01,January,4.1,Rhode Island,2020-01-01T06:00:00Z
2019,M12,December,3,Rhode Island,2019-12-01T06:00:00Z
2019,M11,November,3.1,Rhode Island,2019-11-01T05:00:00Z
2019,M10,October,2.8,Rhode Island,2019-10-01T05:00:00Z
2019,M09,September,3,Rhode Island,2019-09-01T05:00:00Z
2019,M08,August,3.9,Rhode Island,2019-08-01T05:00:00Z
2019,M07,July,3.6,Rhode Island,2019-07-01T05:00:00Z
2019,M06,June,3.3,Rhode Island,2019-06-01T05:00:00Z
2019,M05,May,3.4,Rhode Island,2019-05-01T05:00:00Z
2019,M04,April,3.1,Rhode Island,2019-04-01T05:00:00Z
2019,M03,March,3.9,Rhode Island,2019-03-01T06:00:00Z
2019,M02,February,4.4,Rhode Island,2019-02-01T06:00:00Z
2019,M01,January,4.7,Rhode Island,2019-01-01T06:00:00Z
2026,M06,June,4.3,South Carolina,2026-06-01T05:00:00Z
2026,M05,May,3.8,South Carolina,2026-05-01T05:00:00Z
2026,M04,April,3.6,South Carolina,2026-04-01T05:00:00Z
2026,M03,March,4.2,South Carolina,2026-03-01T06:00:00Z
2026,M02,February,5.4,South Carolina,2026-02-01T06:00:00Z
2026,M01,January,5.5,South Carolina,2026-01-01T06:00:00Z
2025,M12,December,4.9,South Carolina,2025-12-01T06:00:00Z
2025,M11,November,5,South Carolina,2025-11-01T05:00:00Z
2025,M10,October,NA,South Carolina,2025-10-01T05:00:00Z
2025,M09,September,4.5,South Carolina,2025-09-01T05:00:00Z
2025,M08,August,4.8,South Carolina,2025-08-01T05:00:00Z
2025,M07,July,4.8,South Carolina,2025-07-01T05:00:00Z
2025,M06,June,4.6,South Carolina,2025-06-01T05:00:00Z
2025,M05,May,3.9,South Carolina,2025-05-01T05:00:00Z
2025,M04,April,3.7,South Carolina,2025-04-01T05:00:00Z
2025,M03,March,4.1,South Carolina,2025-03-01T06:00:00Z
2025,M02,February,4.5,South Carolina,2025-02-01T06:00:00Z
2025,M01,January,4.3,South Carolina,2025-01-01T06:00:00Z
2024,M12,December,4,South Carolina,2024-12-01T06:00:00Z
2024,M11,November,4.2,South Carolina,2024-11-01T05:00:00Z
2024,M10,October,4.3,South Carolina,2024-10-01T05:00:00Z
2024,M09,September,4.1,South Carolina,2024-09-01T05:00:00Z
2024,M08,August,4.9,South Carolina,2024-08-01T05:00:00Z
2024,M07,July,4.9,South Carolina,2024-07-01T05:00:00Z
2024,M06,June,4.6,South Carolina,2024-06-01T05:00:00Z
2024,M05,May,3.8,South Carolina,2024-05-01T05:00:00Z
2024,M04,April,3.2,South Carolina,2024-04-01T05:00:00Z
2024,M03,March,3.6,South Carolina,2024-03-01T06:00:00Z
2024,M02,February,3.9,South Carolina,2024-02-01T06:00:00Z
2024,M01,January,3.7,South Carolina,2024-01-01T06:00:00Z
2023,M12,December,3.2,South Carolina,2023-12-01T06:00:00Z
2023,M11,November,3.1,South Carolina,2023-11-01T05:00:00Z
2023,M10,October,3.2,South Carolina,2023-10-01T05:00:00Z
2023,M09,September,2.8,South Carolina,2023-09-01T05:00:00Z
2023,M08,August,2.8,South Carolina,2023-08-01T05:00:00Z
2023,M07,July,3,South Carolina,2023-07-01T05:00:00Z
2023,M06,June,3.2,South Carolina,2023-06-01T05:00:00Z
2023,M05,May,2.6,South Carolina,2023-05-01T05:00:00Z
2023,M04,April,2.2,South Carolina,2023-04-01T05:00:00Z
2023,M03,March,3,South Carolina,2023-03-01T06:00:00Z
2023,M02,February,3.5,South Carolina,2023-02-01T06:00:00Z
2023,M01,January,3.4,South Carolina,2023-01-01T06:00:00Z
2022,M12,December,2.9,South Carolina,2022-12-01T06:00:00Z
2022,M11,November,2.9,South Carolina,2022-11-01T05:00:00Z
2022,M10,October,3.2,South Carolina,2022-10-01T05:00:00Z
2022,M09,September,3,South Carolina,2022-09-01T05:00:00Z
2022,M08,August,3.4,South Carolina,2022-08-01T05:00:00Z
2022,M07,July,3.3,South Carolina,2022-07-01T05:00:00Z
2022,M06,June,3.5,South Carolina,2022-06-01T05:00:00Z
2022,M05,May,2.9,South Carolina,2022-05-01T05:00:00Z
2022,M04,April,2.6,South Carolina,2022-04-01T05:00:00Z
2022,M03,March,3.1,South Carolina,2022-03-01T06:00:00Z
2022,M02,February,3.8,South Carolina,2022-02-01T06:00:00Z
2022,M01,January,3.8,South Carolina,2022-01-01T06:00:00Z
2021,M12,December,3.1,South Carolina,2021-12-01T06:00:00Z
2021,M11,November,3.2,South Carolina,2021-11-01T05:00:00Z
2021,M10,October,3.3,South Carolina,2021-10-01T05:00:00Z
2021,M09,September,3.3,South Carolina,2021-09-01T05:00:00Z
2021,M08,August,4,South Carolina,2021-08-01T05:00:00Z
2021,M07,July,4.2,South Carolina,2021-07-01T05:00:00Z
2021,M06,June,4.5,South Carolina,2021-06-01T05:00:00Z
2021,M05,May,3.6,South Carolina,2021-05-01T05:00:00Z
2021,M04,April,3.7,South Carolina,2021-04-01T05:00:00Z
2021,M03,March,4.3,South Carolina,2021-03-01T06:00:00Z
2021,M02,February,4.9,South Carolina,2021-02-01T06:00:00Z
2021,M01,January,5,South Carolina,2021-01-01T06:00:00Z
2020,M12,December,5,South Carolina,2020-12-01T06:00:00Z
2020,M11,November,4.9,South Carolina,2020-11-01T05:00:00Z
2020,M10,October,5.1,South Carolina,2020-10-01T05:00:00Z
2020,M09,September,5.7,South Carolina,2020-09-01T05:00:00Z
2020,M08,August,6.1,South Carolina,2020-08-01T05:00:00Z
2020,M07,July,7.4,South Carolina,2020-07-01T05:00:00Z
2020,M06,June,8,South Carolina,2020-06-01T05:00:00Z
2020,M05,May,9.2,South Carolina,2020-05-01T05:00:00Z
2020,M04,April,11,South Carolina,2020-04-01T05:00:00Z
2020,M03,March,3.4,South Carolina,2020-03-01T06:00:00Z
2020,M02,February,3.2,South Carolina,2020-02-01T06:00:00Z
2020,M01,January,3.1,South Carolina,2020-01-01T06:00:00Z
2019,M12,December,2.6,South Carolina,2019-12-01T06:00:00Z
2019,M11,November,2.4,South Carolina,2019-11-01T05:00:00Z
2019,M10,October,2.4,South Carolina,2019-10-01T05:00:00Z
2019,M09,September,1.9,South Carolina,2019-09-01T05:00:00Z
2019,M08,August,2.5,South Carolina,2019-08-01T05:00:00Z
2019,M07,July,2.8,South Carolina,2019-07-01T05:00:00Z
2019,M06,June,3,South Carolina,2019-06-01T05:00:00Z
2019,M05,May,2.7,South Carolina,2019-05-01T05:00:00Z
2019,M04,April,2.6,South Carolina,2019-04-01T05:00:00Z
2019,M03,March,3.3,South Carolina,2019-03-01T06:00:00Z
2019,M02,February,3.5,South Carolina,2019-02-01T06:00:00Z
2019,M01,January,3.7,South Carolina,2019-01-01T06:00:00Z
2026,M06,June,2,South Dakota,2026-06-01T05:00:00Z
2026,M05,May,1.8,South Dakota,2026-05-01T05:00:00Z
2026,M04,April,1.7,South Dakota,2026-04-01T05:00:00Z
2026,M03,March,2.2,South Dakota,2026-03-01T06:00:00Z
2026,M02,February,2.7,South Dakota,2026-02-01T06:00:00Z
2026,M01,January,2.5,South Dakota,2026-01-01T06:00:00Z
2025,M12,December,2.4,South Dakota,2025-12-01T06:00:00Z
2025,M11,November,2.2,South Dakota,2025-11-01T05:00:00Z
2025,M10,October,NA,South Dakota,2025-10-01T05:00:00Z
2025,M09,September,1.8,South Dakota,2025-09-01T05:00:00Z
2025,M08,August,2.2,South Dakota,2025-08-01T05:00:00Z
2025,M07,July,1.9,South Dakota,2025-07-01T05:00:00Z
2025,M06,June,2,South Dakota,2025-06-01T05:00:00Z
2025,M05,May,2,South Dakota,2025-05-01T05:00:00Z
2025,M04,April,2,South Dakota,2025-04-01T05:00:00Z
2025,M03,March,2,South Dakota,2025-03-01T06:00:00Z
2025,M02,February,2.3,South Dakota,2025-02-01T06:00:00Z
2025,M01,January,2.1,South Dakota,2025-01-01T06:00:00Z
2024,M12,December,2,South Dakota,2024-12-01T06:00:00Z
2024,M11,November,1.8,South Dakota,2024-11-01T05:00:00Z
2024,M10,October,1.6,South Dakota,2024-10-01T05:00:00Z
2024,M09,September,1.5,South Dakota,2024-09-01T05:00:00Z
2024,M08,August,2,South Dakota,2024-08-01T05:00:00Z
2024,M07,July,1.8,South Dakota,2024-07-01T05:00:00Z
2024,M06,June,1.9,South Dakota,2024-06-01T05:00:00Z
2024,M05,May,1.8,South Dakota,2024-05-01T05:00:00Z
2024,M04,April,1.7,South Dakota,2024-04-01T05:00:00Z
2024,M03,March,1.7,South Dakota,2024-03-01T06:00:00Z
2024,M02,February,2.2,South Dakota,2024-02-01T06:00:00Z
2024,M01,January,1.9,South Dakota,2024-01-01T06:00:00Z
2023,M12,December,1.8,South Dakota,2023-12-01T06:00:00Z
2023,M11,November,1.6,South Dakota,2023-11-01T05:00:00Z
2023,M10,October,1.7,South Dakota,2023-10-01T05:00:00Z
2023,M09,September,1.6,South Dakota,2023-09-01T05:00:00Z
2023,M08,August,2,South Dakota,2023-08-01T05:00:00Z
2023,M07,July,1.6,South Dakota,2023-07-01T05:00:00Z
2023,M06,June,1.9,South Dakota,2023-06-01T05:00:00Z
2023,M05,May,1.8,South Dakota,2023-05-01T05:00:00Z
2023,M04,April,1.9,South Dakota,2023-04-01T05:00:00Z
2023,M03,March,1.8,South Dakota,2023-03-01T06:00:00Z
2023,M02,February,2.2,South Dakota,2023-02-01T06:00:00Z
2023,M01,January,1.9,South Dakota,2023-01-01T06:00:00Z
2022,M12,December,2,South Dakota,2022-12-01T06:00:00Z
2022,M11,November,1.8,South Dakota,2022-11-01T05:00:00Z
2022,M10,October,1.7,South Dakota,2022-10-01T05:00:00Z
2022,M09,September,1.6,South Dakota,2022-09-01T05:00:00Z
2022,M08,August,2.2,South Dakota,2022-08-01T05:00:00Z
2022,M07,July,1.8,South Dakota,2022-07-01T05:00:00Z
2022,M06,June,2,South Dakota,2022-06-01T05:00:00Z
2022,M05,May,1.9,South Dakota,2022-05-01T05:00:00Z
2022,M04,April,1.9,South Dakota,2022-04-01T05:00:00Z
2022,M03,March,2,South Dakota,2022-03-01T06:00:00Z
2022,M02,February,2.3,South Dakota,2022-02-01T06:00:00Z
2022,M01,January,2.2,South Dakota,2022-01-01T06:00:00Z
2021,M12,December,2,South Dakota,2021-12-01T06:00:00Z
2021,M11,November,1.9,South Dakota,2021-11-01T05:00:00Z
2021,M10,October,2,South Dakota,2021-10-01T05:00:00Z
2021,M09,September,2,South Dakota,2021-09-01T05:00:00Z
2021,M08,August,2.7,South Dakota,2021-08-01T05:00:00Z
2021,M07,July,2.4,South Dakota,2021-07-01T05:00:00Z
2021,M06,June,3,South Dakota,2021-06-01T05:00:00Z
2021,M05,May,2.7,South Dakota,2021-05-01T05:00:00Z
2021,M04,April,2.8,South Dakota,2021-04-01T05:00:00Z
2021,M03,March,2.9,South Dakota,2021-03-01T06:00:00Z
2021,M02,February,3.4,South Dakota,2021-02-01T06:00:00Z
2021,M01,January,3.1,South Dakota,2021-01-01T06:00:00Z
2020,M12,December,3.2,South Dakota,2020-12-01T06:00:00Z
2020,M11,November,2.9,South Dakota,2020-11-01T05:00:00Z
2020,M10,October,2.8,South Dakota,2020-10-01T05:00:00Z
2020,M09,September,3.2,South Dakota,2020-09-01T05:00:00Z
2020,M08,August,3.9,South Dakota,2020-08-01T05:00:00Z
2020,M07,July,4.5,South Dakota,2020-07-01T05:00:00Z
2020,M06,June,5.1,South Dakota,2020-06-01T05:00:00Z
2020,M05,May,6.7,South Dakota,2020-05-01T05:00:00Z
2020,M04,April,8.8,South Dakota,2020-04-01T05:00:00Z
2020,M03,March,3,South Dakota,2020-03-01T06:00:00Z
2020,M02,February,2.8,South Dakota,2020-02-01T06:00:00Z
2020,M01,January,2.7,South Dakota,2020-01-01T06:00:00Z
2019,M12,December,2.8,South Dakota,2019-12-01T06:00:00Z
2019,M11,November,2.4,South Dakota,2019-11-01T05:00:00Z
2019,M10,October,2.3,South Dakota,2019-10-01T05:00:00Z
2019,M09,September,2.2,South Dakota,2019-09-01T05:00:00Z
2019,M08,August,2.8,South Dakota,2019-08-01T05:00:00Z
2019,M07,July,2.6,South Dakota,2019-07-01T05:00:00Z
2019,M06,June,2.8,South Dakota,2019-06-01T05:00:00Z
2019,M05,May,2.6,South Dakota,2019-05-01T05:00:00Z
2019,M04,April,2.8,South Dakota,2019-04-01T05:00:00Z
2019,M03,March,3.1,South Dakota,2019-03-01T06:00:00Z
2019,M02,February,3.3,South Dakota,2019-02-01T06:00:00Z
2019,M01,January,3.2,South Dakota,2019-01-01T06:00:00Z
2026,M06,June,3.8,Tennessee,2026-06-01T05:00:00Z
2026,M05,May,3.2,Tennessee,2026-05-01T05:00:00Z
2026,M04,April,3.3,Tennessee,2026-04-01T05:00:00Z
2026,M03,March,3.3,Tennessee,2026-03-01T06:00:00Z
2026,M02,February,3.8,Tennessee,2026-02-01T06:00:00Z
2026,M01,January,3.6,Tennessee,2026-01-01T06:00:00Z
2025,M12,December,3.4,Tennessee,2025-12-01T06:00:00Z
