NtsbNo,EventType,EventDate,City,State,Country,N,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,Latitude,Longitude,Make,Model,Operator
ANC20LA064,ACC,2020-07-04T15:23:00Z,Soldotna,Alaska,United States,N3604A,None,0,0,0,60.45,-150.93333,Piper,PA22,NA
CEN20LA264,ACC,2020-07-04T13:57:00Z,Wooster,Ohio,United States,N263MH,None,0,0,0,40.873611,-81.883888,Mbb,BK117,Metrohealth System
ANC20CA066,ACC,2020-07-04T13:30:00Z,Tyonek,Alaska,United States,N7208D,None,0,0,0,61.220001,-152.16,Piper,PA22,NA
WPR20CA208,ACC,2020-07-03T22:30:00Z,Neenah,Wisconsin,United States,N3440X,None,0,0,0,44.159999,-88.559448,Mooney,M20E,NA
CEN20LA261,ACC,2020-07-03T19:37:00Z,Des Moines,Iowa,United States,N282SH,Minor,0,0,1,41.518333,-93.682502,Enstrom,280,Pilot
CEN20LA269,ACC,2020-07-03T17:00:00Z,Weldon,Arkansas,United States,N602NY,None,0,0,0,35.462776,-91.17694,Air Tractor,AT 602,PMZ Flying Service
CEN20LA260,ACC,2020-07-03T12:15:00Z,Port O'Conner,Texas,United States,N9891B,None,0,0,0,28.445278,-96.441108,Champion,7EC,NA
ERA20LA237,ACC,2020-07-03T11:57:00Z,Titusville,Florida,United States,N89MA,None,0,0,0,28.516387,-80.799163,PIPER,PA46,"D&W Associates FL, Inc."
CEN20LA259,ACC,2020-07-03T10:00:00Z,Van Alstyne,Texas,United States,N5539,Minor,0,0,1,33.410507,-96.570556,SOPWITH,Type 9400,NA
CEN20LA287,ACC,2020-07-03T08:30:00Z,Des Arc,Arkansas,United States,N8506E,None,0,0,0,34.976112,-91.456947,Air Tractor,AT 602,Bell's Ag Service Inc
WPR20LA203,ACC,2020-07-03T07:22:00Z,Alpine,Utah,United States,N6929H,Fatal,4,0,0,40.499168,-111.658058,Cessna,172,Tyson Colby Brummett
ERA20CA239,ACC,2020-07-02T16:00:00Z,Crystal River,Florida,United States,N20131,None,0,0,0,28.87,-82.569999,Beech,76,NA
ERA20CA241,ACC,2020-07-02T14:20:00Z,Plattsburgh,New York,United States,N526MA,None,0,0,0,44.636112,-73.425277,Aviat,A1,NA
WPR20CA204,ACC,2020-07-02T13:30:00Z,San Diego,California,United States,N3086W,None,0,0,0,32.815834,-117.139442,Cessna,A185,NA
CEN20LA286,ACC,2020-07-02T10:00:00Z,Welsh,Louisiana,United States,N7511D,Minor,0,0,0,30.280049000000002,-92.855578,Robinson,R44,NA
CEN20LA258,ACC,2020-07-01T19:32:00Z,Bridgeport,Texas,United States,N6530W,None,0,0,0,33.162776,-97.824165,Piper,PA28,NA
CEN20LA265,ACC,2020-07-01T19:15:00Z,Marksville,Louisiana,United States,N5082N,Serious,0,2,0,31.1,-92.224441,Titan,TITAN TORNADO,NA
ERA20CA236,ACC,2020-07-01T18:45:00Z,Meadville,Pennsylvania,United States,N9127H,None,0,0,0,41.626667,-80.214721,Cessna,172,Moraine Flying Club Inc
ANC20CA063,ACC,2020-07-01T16:30:00Z,Nikolai,Alaska,United States,N6252M,None,0,0,0,62.553054,-153.38194,Stinson,108,NA
CEN20LA256,ACC,2020-07-01T13:00:00Z,Round Rock,Texas,United States,N19AS,Fatal,1,0,0,30.558606,-97.70443,Cessna,320,NA
ERA20LA234,ACC,2020-07-01T10:30:00Z,Ocala,Florida,United States,N820NG,Fatal,1,0,0,29.09338,-82.03121,Evektor Aerotechnik,SPORTSTAR,NA
ERA20CA235,ACC,2020-07-01T09:00:00Z,Chesapeake,Virginia,United States,N9391H,None,0,0,0,36.665,-76.321113,Cessna,172,EPIX SERVICES LLC
CEN20CA255,ACC,2020-07-01T07:55:00Z,Brainerd,Minnesota,United States,N7684D,Minor,0,0,1,46.306388,-94.176391,Piper,PA18A-150,NA
WPR20LA201,ACC,2020-06-30T13:24:00Z,Bend,Oregon,United States,N263R,Fatal,1,0,0,44.1025,-121.197776,AVIA STROITEL,AC-5M,NA
WPR20CA200,ACC,2020-06-29T15:25:00Z,McMinnville,Oregon,United States,N998HG,None,0,0,0,45.194442,-123.136108,Vans,RV-8,NA
ERA20CA242,ACC,2020-06-29T14:34:00Z,Pittsfield,Massachusetts,United States,N29334,None,0,0,0,42.427501,-73.290832,Cessna,177,NA
ERA20CA233,ACC,2020-06-29T13:56:00Z,Perkasie,Pennsylvania,United States,N408RV,None,0,0,0,40.389167,-75.291389,Vans,RV 8,NA
ERA20CA231,ACC,2020-06-29T11:30:00Z,South Bay,Florida,United States,N42190,None,0,0,0,26.472778,-80.556945,Air Tractor,AT502,NA
ANC20CA062,ACC,2020-06-28T15:00:00Z,Juneau,Alaska,United States,N153CC,None,0,0,0,58.141387,-134.37722,Cub Crafters,CCK-1865,NA
CEN20LA252,ACC,2020-06-27T21:00:00Z,Denver,Colorado,United States,N811MS,Minor,0,0,1,39.749023,-105.00098,Piper,PA28R,Rocky Mountain Flight School
ERA20CA232,ACC,2020-06-27T18:00:00Z,Perry,Georgia,United States,N4032L,None,0,0,0,32.432197,-83.790921,Ayres,S2R,NA
CEN20CA254,ACC,2020-06-27T17:00:00Z,Erie,Michigan,United States,N59262,Minor,0,0,1,41.77639,-83.446945,Volmer,VJ22,NA
CEN20CA253,ACC,2020-06-27T09:11:00Z,Davenport,Iowa,United States,N18873,Minor,0,0,2,41.612499,-90.588333,Beech,23,NA
CEN20LA248,ACC,2020-06-27T01:53:00Z,Zavalla,Texas,United States,N315AM,Fatal,1,0,0,31.1875,-94.340835,Piper,PA32R,NA
WPR20CA197,ACC,2020-06-26T17:45:00Z,Pioche,Nevada,United States,N7530B,None,0,0,0,37.981109,-114.604721,Robinson,R44,NA
CEN20CA250,ACC,2020-06-25T15:00:00Z,Red Wing,Minnesota,United States,N35JA,None,0,0,0,44.589443,-92.485,Hatz,HATZ CB 1,NA
WPR20LA196,ACC,2020-06-25T12:54:00Z,Centerville,Utah,United States,N620AK,Fatal,2,0,0,40.779167,-111.89583,KOSTRAZEWA ANDRE,Sonex Light Sport,Jason Sorensen
ERA20LA229,ACC,2020-06-25T12:00:00Z,Coconut Creek,Florida,United States,N5013G,Serious,0,1,0,26.26361,-80.099998,Bell,206,Hmc Lift Llc
CEN20CA251,ACC,2020-06-25T11:45:00Z,Minneapolis,Minnesota,United States,N951X,None,0,0,0,45.145278,-93.211944,SONEX,ONEX,NA
CEN20LA245,ACC,2020-06-24T14:01:00Z,Winfield,Texas,United States,N958HP,Serious,0,1,0,33.164165,-95.147499,Cessna,182,Brentco Aerial Patrol
CEN20CA247,ACC,2020-06-24T13:45:00Z,Fredericksburg,Texas,United States,N97LL,None,0,0,0,30.243333,-98.909164,Cub Crafters Inc,CC19-180,"KGNF, LLC"
WPR20LA193,ACC,2020-06-24T11:45:00Z,Upland,California,United States,N274DR,Serious,0,1,0,34.109443,-117.694999,Thatcher,CX4,NA
WPR20CA195,ACC,2020-06-24T11:30:00Z,Liberty,Utah,United States,N18XX,Minor,0,0,1,41.316387,-111.847778,CAPELLA,XLS,NA
WPR20CA198,ACC,2020-06-24T08:30:00Z,Yellow Pine,Idaho,United States,N288BC,None,0,0,0,45.150554,-114.999443,Maule,M7,Innovations Educational Consulting
WPR20LA194,ACC,2020-06-23T19:41:00Z,Imnaha,Oregon,United States,N9169G,Serious,0,2,0,45.43187,-116.6928,Cessna,182,NA
WPR20LA191,ACC,2020-06-23T17:01:00Z,Hayden,Idaho,United States,N280MM,Fatal,1,1,0,47.775001,-116.89555,Enstrom,280,NA
CEN20CA244,ACC,2020-06-23T14:19:00Z,Pisgah,Iowa,United States,N7764W,Serious,0,1,0,41.83139,-95.925552,COYOTE,S-6ES,Pilot
ERA20CA225,ACC,2020-06-23T09:45:00Z,Hollywood,Florida,United States,N5314M,None,0,0,0,26.001111,-80.240837,Cessna,152,Wayman Aviation Academy
WPR20LA190,ACC,2020-06-23T09:35:00Z,North Las Vegas,Nevada,United States,N202CC,None,0,0,0,36.11861,-115.331108,SCHWEIZER,269C,NA
WPR20CA192,ACC,2020-06-23T08:15:00Z,Rochester,Washington,United States,N417HW,Serious,0,0,0,46.832778,-123.09139,North Wing UUM INC,Scout X-C,NA
WPR20CA231,ACC,2020-06-22T21:00:00Z,St Anthony,Idaho,United States,N338RW,None,0,0,0,43.946666,-111.692222,CHAD LEWIS,KITFOX SUPER SPORT,BUSHWHACKED LLC
ERA20CA224,ACC,2020-06-22T15:15:00Z,Burlington,Vermont,United States,N7955V,None,0,0,0,44.470832,-73.151664,Cessna,180,NA
ERA20CA223,ACC,2020-06-22T13:34:00Z,Monroe,North Carolina,United States,N3681Z,None,0,0,0,34.998889,-80.644165,Piper,PA18,NA
ERA20CA226,ACC,2020-06-22T12:40:00Z,SHELBY,North Carolina,United States,N1718Q,None,0,0,0,35.254165,-81.525001,Cessna,150,NA
WPR20LA189,ACC,2020-06-21T13:30:00Z,Minden,Nevada,United States,N342J,Minor,0,0,2,38.996944,-119.75499,AEROSPATIALE,SA342J,NA
CEN20CA240,ACC,2020-06-21T08:15:00Z,Sheffield,Texas,United States,N298TH,None,0,0,0,30.653888,-101.787498,Schweizer,269C,NA
CEN20LA239,ACC,2020-06-20T18:54:00Z,Millersport,Ohio,United States,N51033,Minor,0,0,1,39.899166,-82.55278,Cessna,150,NA
CEN20CA238,ACC,2020-06-20T10:44:00Z,Cambridge,Ohio,United States,N856L,None,0,0,0,39.974998,-81.577499,Great Lakes,2T 1A,NA
ERA20CA222,ACC,2020-06-20T08:00:00Z,ELIZABETHTON,Tennessee,United States,N3815Z,None,0,0,0,36.406944,-82.02111,Beech,77,NA
CEN20CA236,ACC,2020-06-19T17:40:00Z,Martinton,Illinois,United States,N244HW,None,0,0,0,40.95972,-87.760559,BELLANCA,1730A,NA
ERA20CA227,ACC,2020-06-19T13:45:00Z,Churchville,Maryland,United States,N21585,None,0,0,0,39.568332,-76.203056,CESSNA,172,Harford Air Services
ERA20LA220,ACC,2020-06-18T17:00:00Z,Pikeville,North Carolina,United States,N4QW,Fatal,1,0,0,35.444721,-77.925003,Robinson,R66,KRITTER CROPDUSTING INC
WPR20LA187,ACC,2020-06-18T13:45:00Z,Coeur D Alene,Idaho,United States,N6602B,None,0,0,0,47.589286,-116.910156,Cessna,310,NA
CEN20LA234,ACC,2020-06-17T18:00:00Z,Pine Bluff,Arkansas,United States,N1532H,Serious,0,1,0,34.206665,-91.873886,AIR TRACTOR,AT402,FARM BROTHERS FLYERS A LLC
ERA20LA219,ACC,2020-06-17T18:00:00Z,McAlpin,Florida,United States,N25449,None,0,0,0,30.118094,-82.913604,Cessna,152,NA
ANC20CA061,ACC,2020-06-17T15:00:00Z,Chignik Lagoon,Alaska,United States,N777AK,None,0,0,0,56.310554,-158.53555,Beech,A36,"Lake Clark Air, Inc."
CEN20CA235,ACC,2020-06-17T14:30:00Z,Gypsom,Colorado,United States,N339KT,None,0,0,0,39.640556,-106.909721,Cub Crafters,CCX-2000-0086,NA
WPR20CA185,ACC,2020-06-17T12:30:00Z,Clovis,New Mexico,United States,N1407W,None,0,0,0,34.426666,-103.077499,Vans,RV 6,NA
CEN20CA233,ACC,2020-06-17T10:45:00Z,Mount Victory,Ohio,United States,N25702,None,0,0,0,40.372222,-83.511665,Piper,J3C-65,NA
WPR20CA184,ACC,2020-06-16T12:55:00Z,Maricopa,Arizona,United States,N117KP,None,0,0,0,32.987777,-111.918052,Cessna,P210,NA
CEN20CA230,ACC,2020-06-16T12:00:00Z,El Campo,Texas,United States,N797SH,None,0,0,0,29.190555,-96.249168,Robinson,R22,NA
CEN20CA232,ACC,2020-06-16T11:20:00Z,Ely,Minnesota,United States,N27RZ,Minor,0,0,1,47.899051,-91.850921,Piper,PA46,Private Individual
ERA20LA217,ACC,2020-06-16T07:30:00Z,Atmore,Alabama,United States,N879JA,Fatal,1,0,0,31.101388,-87.538887,Air Tractor,AT502,NA
CEN20CA231,ACC,2020-06-15T20:50:00Z,Frankfort,Ohio,United States,UNREG,Serious,0,1,0,39.354999,-83.253608,DESTINY,XLT,NA
ERA20LA230,ACC,2020-06-15T13:08:00Z,Williston,Florida,United States,N117PR,None,0,0,0,29.355556,-82.471946,PIPER,PA46,NA
WPR20CA183,ACC,2020-06-15T12:30:00Z,Butte,Montana,United States,N87395,None,0,0,0,45.954723,-112.497497,Cessna,310,Angle Of Attack Aeronautics LLC
ANC20LA060,ACC,2020-06-15T10:30:00Z,Fairbanks,Alaska,United States,N3186D,None,0,0,0,64.829444,-147.82943,Cessna,180,NA
ERA20LA216,ACC,2020-06-14T20:30:00Z,Atoka,Tennessee,United States,N473TT,None,0,0,0,35.413333,-89.653053,Bell,47G,A&F Aviation Services Llc
WPR20CA188,ACC,2020-06-13T19:30:00Z,Lynden,Washington,United States,N1958Q,Serious,0,1,1,46.310623,-123.989089,Cessna,177RG,NA
CEN20LA228,ACC,2020-06-13T18:25:00Z,Livingston,Texas,United States,N444JR,Serious,0,1,1,30.680833,-95.01139,Beech,24,NA
ERA20CA215,ACC,2020-06-13T16:30:00Z,Brookline,New Hampshire,United States,N783TH,None,0,0,0,42.741664,-71.707496,Pipistrel,PIPISTREL SINUS 912,NA
CEN20LA227,ACC,2020-06-13T14:00:00Z,Mandan,North Dakota,United States,N836JC,Fatal,1,0,0,46.768054,-100.89444,Vans,RV8,NA
ERA20CA214,ACC,2020-06-13T09:30:00Z,Ghent,New York,United States,N323TX,None,0,0,0,42.347221,-73.635559,Waco,YMF F5C,NA
ERA20LA213,ACC,2020-06-12T19:50:00Z,Hampton,Georgia,United States,N553KM,Serious,0,1,0,33.389999,-84.331108,Vans,RV8,Rieder Kenneth J
CEN20CA241,ACC,2020-06-12T16:30:00Z,Bowling Green,Missouri,United States,N65773,None,0,0,0,39.369998,-91.219169,Cessna,172,Aerowood Aviation
CEN20CA257,ACC,2020-06-12T16:00:00Z,Reedsburg,Wisconsin,United States,N738VY,None,0,0,0,43.528888,-89.983055,Cessna,172,RPM Aero
WPR20CA179,ACC,2020-06-12T15:00:00Z,Lenore,Idaho,United States,N40226,None,0,0,0,46.454723,-116.524169,Ayres,S2R,CJ Air LLC
CEN20CA229,ACC,2020-06-12T13:20:00Z,McCurtain,Oklahoma,United States,N2085J,Serious,0,1,0,35.145,-94.916114,Cessna,T188,"AgraTech, Inc."
WPR20LA180,ACC,2020-06-12T10:00:00Z,Renton,Washington,United States,N36339,Minor,0,0,2,47.488334,-122.21221,BELLANCA,7KCAB,Boeing Employees Flying Assoc Inc
ERA20LA212,ACC,2020-06-10T16:31:00Z,Selma,Alabama,United States,N543GS,Fatal,2,0,0,32.326946,-87.05722,Piper,PA32RT,NA
WPR20LA177,ACC,2020-06-09T20:23:00Z,Maricopa,Arizona,United States,N6402X,Fatal,1,0,0,33.001667,-111.88055,Zenair,CH601,NA
CEN20CA225,ACC,2020-06-09T12:10:00Z,Aitkin,Minnesota,United States,N2681D,None,0,0,0,46.548332,-93.676666,Cessna,170,NA
WPR20CA178,ACC,2020-06-09T11:45:00Z,Santa Barbara,California,United States,N75989,None,0,0,0,34.427223,-119.839996,Cessna,172,NA
WPR20LA176,ACC,2020-06-09T08:46:00Z,Safford,Arizona,United States,N173CW,Fatal,1,0,0,32.840742,-109.62299,Vans,RV4,NA
CEN20CA221,ACC,2020-06-08T15:25:00Z,Hiawatha,Kansas,United States,N5092J,None,0,0,0,39.882499,-95.518333,Air Tractor,AT502,"MCELWAIN, FLOYD W"
WPR20CA209,ACC,2020-06-08T14:00:00Z,Lubbock,Texas,United States,N92356,None,0,0,0,33.668609,-101.819999,Cessna,172,HUB CITY AVIATION ACADEMY LLC
ERA20CA210,ACC,2020-06-08T12:30:00Z,St. Mary's,Pennsylvania,United States,N863K,None,0,0,0,41.412498,-78.502502,Great Lakes,2T 1A,NA
CEN20CA220,ACC,2020-06-08T11:00:00Z,Sulfer,Louisiana,United States,N44LA,Minor,0,0,1,30.133888,-93.377777,VANS,RV8,NA
CEN20LA219,ACC,2020-06-08T09:46:00Z,Beecher,Illinois,United States,N257V,Fatal,1,0,0,41.381668,-87.665275,Flight Design,CTLS,NA
ANC20LA059,ACC,2020-06-08T09:45:00Z,Anchorage,Alaska,United States,N3188M,None,0,0,0,61.186668,-149.96527,Piper,PA 12,NA
CEN20CA222,ACC,2020-06-07T19:30:00Z,Lancaster,Texas,United States,N4123H,None,0,0,0,32.580554,-96.720558,Piper,PA 15,NA
CEN20LA216,ACC,2020-06-07T15:13:00Z,Marshall,Michigan,United States,N827WS,None,0,0,0,42.245834,-84.991111,Team,1600R,NA
CEN20CA226,ACC,2020-06-07T13:35:00Z,Talihina,Oklahoma,United States,N6681V,None,0,0,0,34.707778,-95.07389,Bellanca,17 30,NA
ERA20CA209,ACC,2020-06-07T13:30:00Z,Cumberland,Maryland,United States,N2470D,None,0,0,0,39.613887,-78.756942,Piper,PA38,NA
ERA20CA243,ACC,2020-06-07T09:15:00Z,Greenwood,South Carolina,United States,N6958J,None,0,0,0,34.250278,-82.157775,Piper,PA28,NA
WPR20LA170,ACC,2020-06-07T08:30:00Z,Lander,Wyoming,United States,N595KF,Fatal,1,1,0,42.704723,-108.882499,Kitfox,Kitfox,NA
CEN20LA215,ACC,2020-06-07T04:25:00Z,Sioux Falls,South Dakota,United States,N44MX,Fatal,1,0,0,43.58139,-96.743614,Mitsubishi,MU2B,"McNeely Charter Service, Inc."
CEN20CA217,ACC,2020-06-06T19:00:00Z,Bristol,Wisconsin,United States,N88ZT,Minor,0,0,1,42.51889,-88.025276,AIRBORNE,XT912,NA
CEN20LA214,ACC,2020-06-06T15:23:00Z,New Washington,Indiana,United States,N13520,Fatal,1,0,0,38.538612,-85.482498,Cessna,172,Cardinal Wings Aviation Llc
ANC20CA058,ACC,2020-06-06T13:45:00Z,Palmer,Alaska,United States,N3824M,None,0,0,0,61.9393,-149.2877,Piper,PA 12,NA
ERA20LA207,ACC,2020-06-05T19:25:00Z,Wurtsboro,New York,United States,N850RW,Fatal,2,0,0,41.594722,-74.45639,QUAD CITY,CHALLENGER,NA
ERA20CA211,ACC,2020-06-05T19:00:00Z,Olean,New York,United States,N5044Z,None,0,0,0,42.248611,-78.36528,Piper,PA22,NA
ERA20LA206,ACC,2020-06-05T15:20:00Z,Eatonton,Georgia,United States,N135VE,Fatal,5,0,0,33.381389,-83.328887,Piper,PA 31T,NA
WPR20CA181,ACC,2020-06-05T13:30:00Z,Healdsburg,California,United States,N201JK,None,0,0,0,38.652778,-122.898612,Mooney,M20J,NA
WPR20LA169,ACC,2020-06-05T08:01:00Z,Redlands,California,United States,N9217B,Fatal,3,0,0,34.064723,-117.080001,Cessna,175,NA
WPR20LA252,ACC,2020-06-04T18:21:00Z,Salem,Oregon,United States,N8244Y,None,0,0,0,44.909442,-123.0025,Piper,PA 30,NA
CEN20CA213,ACC,2020-06-04T18:20:00Z,Cadillac,Michigan,United States,N68EE,Minor,0,0,1,44.275276,-85.418891,Piper,PA18,NA
CEN20CA218,ACC,2020-06-04T17:15:00Z,Alvarado,Texas,United States,N24HC,None,0,0,0,32.346111,-97.198608,Glasflugel,MOSQUITO,NA
CEN20CA242,ACC,2020-06-04T15:00:00Z,Castroville,Texas,United States,N88688,None,0,0,0,29.342777,-98.851387,CESSNA,305,NA
WPR20CA171,ACC,2020-06-04T12:30:00Z,Murphy,Idaho,United States,N130JS,Minor,0,0,1,43.238887,-116.763336,Enstrom,480,NA
CEN20CA212,ACC,2020-06-04T12:19:00Z,Corpus Cristi,Texas,United States,N533K,None,0,0,0,27.772222,-97.502502,Piper,PA28R,Pilot
WPR20CA168,ACC,2020-06-04T11:45:00Z,Yakima,Washington,United States,N87607,None,0,0,0,46.568054,-120.544166,Stinson,108,NA
CEN20LA211,ACC,2020-06-04T09:55:00Z,Cleburne,Texas,United States,N7941L,None,0,0,0,32.302223,-97.536666,Beech,23,NA
WPR20LA175,ACC,2020-06-04T06:00:00Z,Lincoln,California,United States,N8486K,Minor,0,0,1,38.923053,-121.470832,Grumman,G164,NA
CEN20LA207,ACC,2020-06-03T16:30:00Z,Duluth,Minnesota,United States,N838BA,None,0,0,0,46.725276,-92.048057,Icon,A5,NA
WPR20CA199,ACC,2020-06-03T16:00:00Z,Ione,California,United States,N341MR,None,0,0,0,38.419998,-121.010002,Beech,D 45,NA
WPR20CA166,ACC,2020-06-03T15:00:00Z,Glendive,Montana,United States,N8QT,None,0,0,0,47.13861,-104.80722,Aviat,A 1,NA
CEN20LA208,ACC,2020-06-03T14:00:00Z,Fargo,North Dakota,United States,N3869W,None,0,0,0,46.920555,-96.815834,Piper,PA32,NA
WPR20CA167,ACC,2020-06-03T09:45:00Z,Las Vegas,Nevada,United States,N478ER,None,0,0,0,36.210277,-115.195556,Cessna,172,NA
WPR20CA164,ACC,2020-06-03T09:14:00Z,Sandia,Texas,United States,N3107R,Serious,0,1,0,27.993888,-97.820556,Cessna,182,NA
ERA20CA204,ACC,2020-06-03T08:35:00Z,NEW SMYRNA BEACH,Florida,United States,N187PB,Minor,0,0,2,29,-80.94889,SONEX,SONEX,NA
WPR20LA165,ACC,2020-06-02T19:30:00Z,Glendale,Arizona,United States,N225CK,None,0,0,0,33.529998,-112.3,Omf,100,NA
CEN20CA223,ACC,2020-06-02T19:30:00Z,Olive Branch,Mississippi,United States,N3005F,None,0,0,0,34.97861,-89.786941,Cessna,182J,NA
WPR20CA173,ACC,2020-06-02T16:30:00Z,Butte,Montana,United States,N8282A,None,0,0,0,45.954723,-112.497497,Cessna,170,NA
ERA20CA205,ACC,2020-06-02T16:15:00Z,Durham,North Carolina,United States,N2768W,Serious,0,1,1,36.060832,-78.783607,Mooney,M20C,NA
ERA20LA202,ACC,2020-06-02T13:33:00Z,San Juan,Puerto Rico,United States,N14181,Fatal,2,1,0,18.458889,-66.091941,Piper,PA23,ISLA NENA AIR SERVICE INC
WPR20LA163,ACC,2020-06-02T12:50:00Z,Fairfield,California,United States,N65PJ,Fatal,3,0,0,38.309722,-122.03388,Bell,206,P J Helicopters Inc
ANC20CA056,ACC,2020-06-01T20:20:00Z,Nikiski,Alaska,United States,N8987Y,None,0,0,0,60.935276,-151.96665,Piper,PA18,NA
CEN20CA249,ACC,2020-06-01T17:15:00Z,Lahoma,Oklahoma,United States,N6728U,None,0,0,0,36.3875,-98.089721,Mooney,M20C,NA
ERA20CA203,ACC,2020-06-01T12:30:00Z,Batavia,New York,United States,N15DN,None,0,0,0,43.031665,-78.173332,Beech,36,Snowflake Aircraft Llc
ERA20CA201,ACC,2020-06-01T10:53:00Z,GULF OF MEXICO,NA,United States,N619J,None,0,0,0,26.014999,-82.112503,JABIRU,J250-SP,NA
CEN20CA204,ACC,2020-06-01T10:20:00Z,Denver,Colorado,United States,N6518M,None,0,0,0,39.794166,-104.55055,Stinson,108,Private Individual
WPR20LA157,ACC,2020-05-31T17:57:00Z,Valley Center,California,United States,N303KP,Fatal,1,1,0,33.284999,-117.013336,Cub Crafters,CCK-1865,NA
CEN20CA206,ACC,2020-05-31T16:45:00Z,Worthington,Minnesota,United States,N638RM,None,0,0,0,43.655555,-95.583335,Zenair,CH601,NA
ANC20CA052,ACC,2020-05-31T16:17:00Z,Unalakleet,Alaska,United States,N779DA,None,0,0,0,63.906112,-160.25444,AIR TRACTOR,AT802,Aero Spray Inc
CEN20LA201,ACC,2020-05-31T15:46:00Z,Carlinville,Illinois,United States,N8991W,Fatal,4,0,0,39.241664,-89.915557,PIPER,PA28,NA
CEN20LA199,ACC,2020-05-31T13:30:00Z,Pineville,Louisiana,United States,N6461J,Fatal,2,1,0,31.348333,-92.434448,PIPER,PA28,NA
WPR20CA158,ACC,2020-05-31T13:30:00Z,Heber City,Utah,United States,N5404W,None,0,0,0,40.488887,-111.419441,Cessna,P210,NA
ANC20LA053,ACC,2020-05-31T12:33:00Z,Ambler,Alaska,United States,N324WS,None,0,0,0,67.039443,-158.82943,ZENITH,STOL CH701,NA
CEN20CA205,ACC,2020-05-31T11:00:00Z,Lakeview,Arkansas,United States,N52794,None,0,0,0,36.348609,-92.556945,Cessna,172,NA
CEN20CA202,ACC,2020-05-30T20:27:00Z,Arlington,Texas,United States,N757BE,None,0,0,0,32.663887,-97.094169,Cessna,152,NA
WPR20CA162,ACC,2020-05-30T14:15:00Z,Elko,Nevada,United States,N401HP,None,0,0,0,40.828334,-115.785278,Bell,206,NA
ERA20LA197,ACC,2020-05-30T11:32:00Z,Ozark,Alabama,United States,N9421P,Fatal,1,0,0,31.441389,-85.638336,Schweizer,269C-1,Eagle Aviation Academy LLC
ANC20CA055,ACC,2020-05-29T18:30:00Z,Anchorage,Alaska,United States,N8769T,None,0,0,0,61.412,-150.597,Cessna,182,NA
CEN20LA203,ACC,2020-05-29T17:15:00Z,Cape Girardeau,Missouri,United States,N316MG,Minor,0,0,1,37.226943,-89.56472,Magni,MAGNI M 16,Paul Salmon Aircraft Services Llc
WPR20CA159,ACC,2020-05-29T14:45:00Z,Maxwell,California,United States,N9716,None,0,0,0,39.299446,-122.188888,Grumman,G164,Moller Aviation Inc
ERA20CA228,ACC,2020-05-29T14:30:00Z,Madisonville,Tennessee,United States,N70BZ,Minor,0,0,1,35.437221,-84.401664,Thorp,THORP T 18,NA
ERA20LA198,ACC,2020-05-29T11:30:00Z,Humboldt,Tennessee,United States,N6989P,None,0,0,0,35.793609,-88.878608,Piper,PA-24-180,NA
ANC20LA050,ACC,2020-05-28T16:00:00Z,Aniak,Alaska,United States,N909AK,Serious,0,4,0,61.581665,-159.54306,Rockwell,500,State Of Alaska
WPR20CA160,ACC,2020-05-28T15:30:00Z,Vine Grove,Kentucky,United States,N9557S,None,0,0,0,37.815834,-85.964721,Champion,7ECA,NA
WPR20LA155,ACC,2020-05-28T14:10:00Z,Roseburg,Oregon,United States,N477AG,Fatal,1,0,0,43.117221,-123.31027,CSP Leasing LLC,Cavalon,NA
ANC20CA051,ACC,2020-05-28T10:00:00Z,Sterling,Alaska,United States,N7164B,Minor,0,0,1,60.533332,-150.76832,Piper,PA18,NA
ANC20CA057,ACC,2020-05-27T15:30:00Z,Palmer,Alaska,United States,N41684,None,0,0,0,61.192501,-148.66389,Champion,7GCBC,NA
CEN20LA197,ACC,2020-05-27T14:58:00Z,Cambridge,Ohio,United States,N123JB,Fatal,1,0,0,40.020505,-81.535688,Beech,35-A33,NA
ERA20LA195,ACC,2020-05-26T14:30:00Z,South Boston,Virginia,United States,N5948P,None,0,0,0,36.699184,-78.899894,Piper,PA24,NA
CEN20CA194,ACC,2020-05-26T10:20:00Z,Appleton,Wisconsin,United States,N90023,None,0,0,0,44.256389,-88.519996,Cessna,140,NA
CEN20CA196,ACC,2020-05-26T10:15:00Z,Georgetown,Texas,United States,N580LD,None,0,0,0,30.678888,-97.68,Denney,KITFOX SPEEDSTER,Pilot
WPR20CA154,ACC,2020-05-25T11:40:00Z,Spotted Horse,Wyoming,United States,N771CT,None,0,0,0,44.740001,-105.949996,Champion,7GCBC,NA
ANC20CA054,ACC,2020-05-23T19:00:00Z,Gulkana,Alaska,United States,N72536,None,0,0,0,62.189998,-144.87583,Cessna,120,NA
CEN20CA191,ACC,2020-05-23T17:49:00Z,Midland,Michigan,United States,N9863Z,None,0,0,0,43.663055,-84.26139,PIETENPOL,AIRCAMPER,NA
CEN20CA190,ACC,2020-05-23T15:59:00Z,Bunkie,Louisiana,United States,N571LA,Minor,0,0,1,30.930555,-92.179168,Air Tractor,AT502,Gypsy Air Inc
CEN20CA193,ACC,2020-05-22T19:18:00Z,Ionia,Michigan,United States,N5179D,None,0,0,0,42.937778,-85.056114,Cessna,182,School Of Missionary Aviation Technology
